Local,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface of plot of land,Numbers of facades,Swimming pool,State of building
Bruxelles,Apartment,None,"€1,295,000",None,6,550m²squaremeters,No,Yes,No,No,No,550m²squaremeters,249m²squaremeters,2,Yes,Tobedoneup
Knokke-Heist,Country,None,"€1,670,000",None,3,238m²squaremeters,Yes,No,No,Yes,No,238m²squaremeters,2495m²squaremeters,4,Yes,Asnew
Ixelles,House,None,"€2,650,000",None,6,530m²squaremeters,Yes,Yes,No,No,No,530m²squaremeters,None,2,Yes,Asnew
Huy,House,None,Make,None,3,180m²squaremeters,Yes,Yes,No,Yes,No,180m²squaremeters,None,2,No,Good
Houtaing,House,None,Make,None,1,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,2002m²squaremeters,None,No,Good
St-Niklaas,House,None,"€315,000",None,4,200m²squaremeters,Yes,No,No,No,Yes,200m²squaremeters,383m²squaremeters,3,No,Torenovate
Gent,House,None,"€355,000",None,3,105m²squaremeters,Yes,Yes,No,No,No,105m²squaremeters,35m²squaremeters,2,Yes,Justrenovated
Nukerke,House,None,"€425,000",None,4,310m²squaremeters,Yes,Yes,No,Yes,No,310m²squaremeters,1086m²squaremeters,4,No,Good
CIPLET,House,None,"€269,000",None,2,141m²squaremeters,Yes,Yes,No,No,No,141m²squaremeters,1112m²squaremeters,4,No,Tobedoneup
Liège,House,None,Make,None,5,211m²squaremeters,Yes,Yes,No,No,No,211m²squaremeters,144m²squaremeters,2,No,None
Liège,Apartment,None,Make,None,5,211m²squaremeters,Yes,Yes,No,No,No,211m²squaremeters,144m²squaremeters,2,No,None
HUCCORGNE,Country,None,Make,None,4,184m²squaremeters,Yes,Yes,No,Yes,No,184m²squaremeters,5046m²squaremeters,4,No,Good
ROCOURT,House,None,"€309,000",None,4,172m²squaremeters,Yes,Yes,No,No,No,172m²squaremeters,449m²squaremeters,3,No,None
Laeken,Apartment,None,"€999,000",None,10,700m²squaremeters,Yes,Yes,No,No,No,700m²squaremeters,602m²squaremeters,3,No,Tobedoneup
|,Mansion,None,"€1,095,000",None,5,320m²squaremeters,Yes,Yes,No,No,No,320m²squaremeters,84m²squaremeters,2,Yes,Asnew
|,Mansion,None,"€1,095,000",None,5,320m²squaremeters,Yes,Yes,No,No,No,320m²squaremeters,84m²squaremeters,2,Yes,Asnew
Eghezee,House,None,"€430,000",None,6,263m²squaremeters,Yes,Yes,No,Yes,No,263m²squaremeters,614m²squaremeters,4,No,Asnew
(Watermael-Boitsfort),House,None,"€600,000",None,5,224m²squaremeters,No,Yes,No,No,No,224m²squaremeters,178m²squaremeters,2,No,Torenovate
VARSENARE,House,None,"€285,000",None,3,194m²squaremeters,Yes,Yes,No,No,No,194m²squaremeters,175m²squaremeters,3,No,Good
RAMIOUL,House,None,"€339,000",None,5,190m²squaremeters,Yes,Yes,No,No,Yes,190m²squaremeters,1269m²squaremeters,4,No,Good
|,House,None,"€375,000",None,2,125m²squaremeters,Yes,Yes,No,No,No,125m²squaremeters,57m²squaremeters,2,Yes,Tobedoneup
Neufchateau,House,None,"€390,000",None,4,383m²squaremeters,Yes,Yes,No,No,No,383m²squaremeters,None,4,Yes,Asnew
Beveren-Waas,House,None,"€449,000",None,3,400m²squaremeters,Yes,Yes,No,No,Yes,400m²squaremeters,401m²squaremeters,2,No,Good
Kieldrecht,House,None,"€449,000",None,3,400m²squaremeters,Yes,Yes,No,No,Yes,400m²squaremeters,401m²squaremeters,2,No,Good
|,House,None,"€645,000",None,5,425m²squaremeters,Yes,Yes,No,Yes,No,425m²squaremeters,247m²squaremeters,2,No,Torenovate
Roosdaal,Villa,None,"€855,000",None,6,404m²squaremeters,Yes,No,No,Yes,No,404m²squaremeters,2539m²squaremeters,4,Yes,Good
|,House,None,"€899,000",None,4,270m²squaremeters,Yes,Yes,No,Yes,No,270m²squaremeters,182m²squaremeters,2,No,Justrenovated
|,Exceptional,None,"€1,875,000",None,6,375m²squaremeters,Yes,Yes,No,No,No,375m²squaremeters,1489m²squaremeters,4,Yes,Good
Tohogne,Chalet,None,"€19,000",None,1,45m²squaremeters,Yes,Yes,No,Yes,No,45m²squaremeters,200m²squaremeters,4,No,Torenovate
Halle,House,None,"€410,000",None,4,314m²squaremeters,Yes,Yes,No,Yes,No,314m²squaremeters,2994m²squaremeters,4,No,Torenovate
SINT-PIETERS-LEEUW,House,None,"€410,000",None,4,314m²squaremeters,Yes,Yes,No,Yes,No,314m²squaremeters,2994m²squaremeters,4,No,Torenovate
Fauvillers,Villa,None,"€560,000",None,4,284m²squaremeters,Yes,No,No,Yes,No,284m²squaremeters,1095m²squaremeters,4,No,Asnew
Kortenberg,House,None,"€595,000",None,7,330m²squaremeters,Yes,Yes,No,No,No,330m²squaremeters,3950m²squaremeters,4,No,Good
LINDEN,Mixed-use,None,"€1,495,000",None,4,460m²squaremeters,No,Yes,No,No,Yes,460m²squaremeters,2697m²squaremeters,4,No,None
LINDEN,Villa,None,"€1,495,000",None,4,460m²squaremeters,No,Yes,No,No,Yes,460m²squaremeters,2697m²squaremeters,4,No,None
(Biron),Chalet,None,"€94,000",None,2,67m²squaremeters,No,Yes,No,No,No,67m²squaremeters,1080m²squaremeters,4,No,Tobedoneup
Waterloo,House,None,"€345,000",None,3,225m²squaremeters,Yes,Yes,No,No,No,225m²squaremeters,1122m²squaremeters,3,Yes,Tobedoneup
|,House,None,"€345,000",None,2,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,450m²squaremeters,4,No,Asnew
Linter,House,None,"€365,000",None,4,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,430m²squaremeters,3,Yes,Asnew
Ciney,Apartment,None,"€415,000",None,12,640m²squaremeters,No,Yes,No,Yes,No,640m²squaremeters,294m²squaremeters,None,No,None
Leuven,House,None,"€425,000",None,3,110m²squaremeters,Yes,Yes,No,Yes,No,110m²squaremeters,540m²squaremeters,4,No,Good
EERNEGEM,House,None,"€399,000",None,5,221m²squaremeters,Yes,Yes,No,Yes,Yes,221m²squaremeters,368m²squaremeters,3,No,Good
Bruxelles,Apartment,None,"€700,000",None,4,250m²squaremeters,No,Yes,No,No,No,250m²squaremeters,None,2,Yes,Good
Saint-Médard,House,None,"€99,000",None,2,None,Yes,Yes,No,No,No,None,600m²squaremeters,4,No,Torenovate
|,House,None,"€249,000",None,3,135m²squaremeters,Yes,Yes,No,No,No,135m²squaremeters,225m²squaremeters,2,No,Good
WANDRE,House,None,"€285,000",None,3,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,440m²squaremeters,2,No,Good
Burg-Reuland,House,None,"€387,000",None,5,198m²squaremeters,No,Yes,No,No,No,198m²squaremeters,None,4,Yes,Good
Virton,House,None,"€520,000",None,4,293m²squaremeters,Yes,Yes,No,No,No,293m²squaremeters,1382m²squaremeters,4,No,Good
|,Villa,None,"€795,000",None,5,233m²squaremeters,Yes,Yes,No,No,No,233m²squaremeters,630m²squaremeters,4,Yes,Asnew
Anderlecht,Villa,None,"€890,000",None,6,390m²squaremeters,Yes,Yes,No,No,No,390m²squaremeters,1054m²squaremeters,4,No,Justrenovated
Anzegem,House,None,"€315,000",None,3,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,287m²squaremeters,3,No,Good
Angleur,House,None,"€174,000",None,4,159m²squaremeters,Yes,Yes,No,No,No,159m²squaremeters,117m²squaremeters,2,No,Torenovate
Menen,House,None,"€245,000",None,4,280m²squaremeters,Yes,Yes,No,No,No,280m²squaremeters,275m²squaremeters,2,No,Asnew
Huy,House,None,Make,None,4,177m²squaremeters,Yes,Yes,No,No,No,177m²squaremeters,1000m²squaremeters,2,No,Good
|,House,None,"€399,000",None,3,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,505m²squaremeters,3,No,Tobedoneup
|,Villa,None,"€585,000",None,4,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,1452m²squaremeters,4,No,Good
Lessines,Mixed-use,None,"€145,000",None,5,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,60m²squaremeters,None,No,None
Lessines,House,None,"€145,000",None,5,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,60m²squaremeters,None,No,None
|,House,None,Make,None,3,150m²squaremeters,No,Yes,No,No,No,150m²squaremeters,341m²squaremeters,3,No,Asnew
|,House,None,"€890,000",None,4,350m²squaremeters,Yes,Yes,No,No,No,350m²squaremeters,171m²squaremeters,2,Yes,Good
|,Villa,None,"€1,280,000",None,3,254m²squaremeters,Yes,Yes,No,Yes,No,254m²squaremeters,966m²squaremeters,4,Yes,Asnew
Antwerpen,House,None,"€380,000",None,2,145m²squaremeters,Yes,Yes,No,No,No,145m²squaremeters,266m²squaremeters,3,Yes,Asnew
Mechelen,House,None,"€449,000",None,4,145m²squaremeters,Yes,Yes,No,No,No,145m²squaremeters,208m²squaremeters,2,Yes,Asnew
HERSELT,Chalet,None,"€65,000",None,2,75m²squaremeters,No,Yes,No,No,Yes,75m²squaremeters,919m²squaremeters,4,No,Tobedoneup
Büllingen,House,None,"€86,000",None,1,116m²squaremeters,No,Yes,No,No,No,116m²squaremeters,48m²squaremeters,3,No,Good
Neufchateau,House,None,"€95,000",None,2,153m²squaremeters,Yes,No,No,No,No,153m²squaremeters,159m²squaremeters,3,No,Torenovate
Stoumont,House,None,"€99,000",None,2,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,400m²squaremeters,3,No,Torestore
Huy,House,None,"€119,000",None,2,65m²squaremeters,Yes,Yes,No,No,No,65m²squaremeters,35m²squaremeters,2,No,Good
Courcelles,House,None,Make,None,2,140m²squaremeters,Yes,Yes,No,No,No,140m²squaremeters,75m²squaremeters,3,No,Justrenovated
Ronse,House,None,"€125,000",None,3,160m²squaremeters,No,Yes,No,No,No,160m²squaremeters,90m²squaremeters,2,No,Torenovate
Gosselies,House,None,"€160,000",None,4,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,150m²squaremeters,2,No,Good
Seraing,House,None,"€179,000",None,3,124m²squaremeters,No,Yes,No,No,No,124m²squaremeters,181m²squaremeters,2,No,Justrenovated
NIEUWKERKEN-WAAS,House,None,"€179,000",None,2,112m²squaremeters,Yes,Yes,No,No,No,112m²squaremeters,91m²squaremeters,2,No,Torenovate
IVOZ-RAMET,House,None,"€182,000",None,3,100m²squaremeters,No,Yes,No,No,No,100m²squaremeters,369m²squaremeters,3,No,Justrenovated
Vielsalm,House,None,"€210,000",None,3,229m²squaremeters,Yes,Yes,No,Yes,No,229m²squaremeters,1196m²squaremeters,3,No,Torenovate
Athus,House,None,"€220,000",None,2,101m²squaremeters,No,Yes,No,No,No,101m²squaremeters,120m²squaremeters,2,No,None
Geraardsbergen,House,None,"€225,000",None,3,140m²squaremeters,Yes,Yes,No,Yes,No,140m²squaremeters,790m²squaremeters,3,No,Torenovate
(Ans),House,None,"€229,500",None,3,126m²squaremeters,No,Yes,No,No,No,126m²squaremeters,252m²squaremeters,2,No,Tobedoneup
JEMEPPE,House,None,"€235,000",None,3,150m²squaremeters,No,Yes,No,Yes,No,150m²squaremeters,220m²squaremeters,2,No,Justrenovated
Enghien,House,None,"€235,000",None,3,160m²squaremeters,No,No,No,No,No,160m²squaremeters,78m²squaremeters,2,No,Good
Clavier,Exceptional,None,"€250,000",None,4,None,Yes,Yes,No,No,No,None,600m²squaremeters,4,No,Asnew
Moen,House,None,"€255,500",None,4,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,131m²squaremeters,None,No,Good
Ath,Apartment,None,"€260,000",None,5,222m²squaremeters,Yes,Yes,No,No,No,222m²squaremeters,1461m²squaremeters,3,No,Tobedoneup
Ath,House,None,"€260,000",None,5,222m²squaremeters,Yes,Yes,No,No,No,222m²squaremeters,1461m²squaremeters,3,No,Tobedoneup
Courcelles,Apartment,None,Make,None,3,220m²squaremeters,Yes,Yes,No,No,No,220m²squaremeters,147m²squaremeters,2,No,Asnew
Trazegnies,Apartment,None,Make,None,3,220m²squaremeters,Yes,Yes,No,No,No,220m²squaremeters,147m²squaremeters,2,No,Asnew
Messancy,House,None,"€310,000",None,3,153m²squaremeters,No,Yes,No,No,No,153m²squaremeters,548m²squaremeters,4,No,Tobedoneup
Leuven,House,None,"€325,000",None,4,113m²squaremeters,No,Yes,No,No,No,113m²squaremeters,120m²squaremeters,2,No,Torestore
Kruibeke,House,None,"€334,000",None,4,175m²squaremeters,Yes,Yes,No,No,No,175m²squaremeters,278m²squaremeters,2,No,Good
Liège,Apartment,None,"€349,000",None,4,216m²squaremeters,No,Yes,No,No,No,216m²squaremeters,193m²squaremeters,2,No,Tobedoneup
Wanze,House,None,"€350,000",None,5,181m²squaremeters,Yes,Yes,No,No,No,181m²squaremeters,1040m²squaremeters,4,No,Good
Liberchies,House,None,Make,None,2,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,1516m²squaremeters,2,No,Tobedoneup
Ternat,House,None,"€360,000",None,3,121m²squaremeters,Yes,Yes,No,No,No,121m²squaremeters,982m²squaremeters,3,No,Tobedoneup
Arlon,House,None,"€380,000",None,3,130m²squaremeters,No,Yes,No,No,No,130m²squaremeters,172m²squaremeters,2,No,None
(Vilvoorde),House,None,"€395,000",None,1,115m²squaremeters,No,Yes,No,No,No,115m²squaremeters,714m²squaremeters,4,No,Torenovate
KORTRIJK-DUTSEL,House,None,"€395,000",None,4,292m²squaremeters,Yes,Yes,No,No,No,292m²squaremeters,3030m²squaremeters,4,No,Torenovate
Huy,Mansion,None,"€395,000",None,6,320m²squaremeters,Yes,Yes,No,Yes,No,320m²squaremeters,880m²squaremeters,4,No,Torenovate
Uccle,House,None,"€398,000",None,3,130m²squaremeters,Yes,Yes,No,No,No,130m²squaremeters,271m²squaremeters,2,No,Tobedoneup
Drogenbos,House,None,"€398,000",None,3,130m²squaremeters,Yes,Yes,No,No,No,130m²squaremeters,271m²squaremeters,2,No,Tobedoneup
Ingelmunster,House,None,"€398,000",None,2,650m²squaremeters,Yes,Yes,No,No,No,650m²squaremeters,580m²squaremeters,2,No,Good
BONNERT,House,None,"€415,000",None,3,130m²squaremeters,Yes,Yes,No,No,Yes,130m²squaremeters,317m²squaremeters,2,No,Good
Ternat,House,None,"€419,000",None,6,328m²squaremeters,Yes,Yes,No,No,No,328m²squaremeters,625m²squaremeters,4,No,Tobedoneup
Wolvertem,House,None,"€430,000",None,3,140m²squaremeters,Yes,Yes,No,Yes,No,140m²squaremeters,457m²squaremeters,4,No,Good
Willebroek,House,None,"€445,000",None,3,147m²squaremeters,Yes,Yes,No,Yes,Yes,147m²squaremeters,595m²squaremeters,4,No,Justrenovated
City,House,None,"€450,000",None,2,200m²squaremeters,Yes,Yes,No,Yes,No,200m²squaremeters,364m²squaremeters,2,No,Torenovate
Arlon,House,None,"€465,000",None,4,210m²squaremeters,Yes,Yes,No,No,Yes,210m²squaremeters,1200m²squaremeters,4,No,Asnew
Mouscron,Mansion,None,"€485,000",None,5,260m²squaremeters,Yes,Yes,No,Yes,Yes,260m²squaremeters,440m²squaremeters,2,Yes,Good
FRATIN,House,None,Make,None,4,168m²squaremeters,No,Yes,No,No,Yes,168m²squaremeters,7867m²squaremeters,4,No,None
Dudzele,House,None,"€519,000",None,3,204m²squaremeters,Yes,Yes,No,No,No,204m²squaremeters,605m²squaremeters,4,No,Asnew
Bruxelles,Mixed-use,None,"€520,000",None,1,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,35m²squaremeters,2,Yes,Asnew
Schaerbeek,House,None,"€545,000",None,2,185m²squaremeters,Yes,Yes,No,No,No,185m²squaremeters,200m²squaremeters,4,Yes,Asnew
Meise,Villa,None,"€545,000",None,4,178m²squaremeters,Yes,Yes,No,No,No,178m²squaremeters,491m²squaremeters,4,No,Good
Bierbeek,House,None,"€589,000",None,5,223m²squaremeters,No,Yes,No,No,No,223m²squaremeters,1210m²squaremeters,4,No,Good
Lessines,Mansion,None,"€590,000",None,5,555m²squaremeters,Yes,No,No,No,Yes,555m²squaremeters,10516m²squaremeters,3,No,Asnew
Libramont-Chevigny,House,None,"€595,000",None,4,565m²squaremeters,Yes,Yes,No,Yes,No,565m²squaremeters,4959m²squaremeters,4,Yes,Asnew
Gembloux,House,None,"€675,000",None,4,442m²squaremeters,Yes,Yes,No,Yes,No,442m²squaremeters,2500m²squaremeters,4,Yes,Asnew
Schaerbeek,Apartment,None,"€680,000",None,4,295m²squaremeters,No,Yes,No,No,No,295m²squaremeters,137m²squaremeters,2,No,None
Berchem,Exceptional,None,"€695,000",None,7,435m²squaremeters,Yes,Yes,No,No,No,435m²squaremeters,519m²squaremeters,3,No,Tobedoneup
Jabbeke,Villa,None,"€695,000",None,3,464m²squaremeters,Yes,Yes,No,No,No,464m²squaremeters,2000m²squaremeters,4,No,Tobedoneup
(Grimbergen),Villa,None,"€745,000",None,4,323m²squaremeters,Yes,Yes,No,Yes,No,323m²squaremeters,1387m²squaremeters,4,No,Good
UITKERKE,House,None,"€765,000",None,5,323m²squaremeters,Yes,Yes,No,No,No,323m²squaremeters,1120m²squaremeters,4,No,Good
Weelde,House,None,"€775,000",None,3,300m²squaremeters,Yes,Yes,No,No,Yes,300m²squaremeters,4862m²squaremeters,4,No,Asnew
Plombieres,House,None,"€849,000",None,6,441m²squaremeters,Yes,No,No,No,No,441m²squaremeters,14124m²squaremeters,4,No,Good
Liege,Exceptional,None,Make,None,2,350m²squaremeters,No,Yes,No,No,No,350m²squaremeters,285m²squaremeters,2,No,Asnew
Grimbergen,Villa,None,"€875,000",None,3,324m²squaremeters,Yes,Yes,No,No,No,324m²squaremeters,1363m²squaremeters,4,No,Good
Kraainem,House,None,"€875,000",None,5,241m²squaremeters,Yes,Yes,No,Yes,No,241m²squaremeters,599m²squaremeters,4,No,Good
Bruxelles,Apartment,None,"€895,000",None,3,300m²squaremeters,Yes,Yes,No,No,No,300m²squaremeters,40m²squaremeters,2,No,Tobedoneup
Beersel,Villa,None,"€895,000",None,4,633m²squaremeters,Yes,Yes,No,No,No,633m²squaremeters,2000m²squaremeters,4,Yes,Good
Wavre,House,None,"€900,000",None,6,330m²squaremeters,Yes,Yes,No,No,No,330m²squaremeters,6614m²squaremeters,4,Yes,Asnew
Knokke,House,None,"€972,000",None,4,160m²squaremeters,Yes,Yes,No,Yes,No,160m²squaremeters,154m²squaremeters,2,No,Asnew
Lasne,House,None,"€995,000",None,5,272m²squaremeters,Yes,Yes,No,No,No,272m²squaremeters,3000m²squaremeters,4,Yes,Good
Ixelles,Apartment,None,"€1,050,000",None,7,315m²squaremeters,No,Yes,No,No,No,315m²squaremeters,193m²squaremeters,2,No,None
Vosselaar,Villa,None,"€1,090,000",None,4,562m²squaremeters,Yes,Yes,No,No,Yes,562m²squaremeters,2554m²squaremeters,4,No,Asnew
Etterbeek,Mixed-use,None,"€1,150,000",None,4,260m²squaremeters,Yes,No,No,Yes,No,260m²squaremeters,None,2,Yes,Asnew
Muizen,Mixed-use,None,"€1,250,000",None,18,700m²squaremeters,Yes,Yes,No,No,Yes,700m²squaremeters,5000m²squaremeters,4,No,Good
Liege,Apartment,None,"€1,465,000",None,10,570m²squaremeters,No,Yes,No,No,No,570m²squaremeters,195m²squaremeters,2,No,Asnew
Waterloo,Villa,None,"€1,475,000",None,4,490m²squaremeters,Yes,Yes,No,No,No,490m²squaremeters,1240m²squaremeters,4,Yes,Asnew
SINT-GENESIUS-RODE,House,None,"€1,500,000",None,4,436m²squaremeters,Yes,Yes,No,Yes,No,436m²squaremeters,2524m²squaremeters,4,No,Good
Alsemberg,House,None,"€1,500,000",None,4,436m²squaremeters,Yes,Yes,No,Yes,No,436m²squaremeters,2524m²squaremeters,4,No,Good
Knokke-Heist,House,None,"€1,750,000",None,6,310m²squaremeters,Yes,No,No,Yes,No,310m²squaremeters,410m²squaremeters,4,Yes,Good
Knokke-Heist,Villa,None,"€1,875,000",None,8,350m²squaremeters,Yes,No,No,Yes,No,350m²squaremeters,270m²squaremeters,3,No,Good
Uccle,Villa,None,"€1,950,000",None,4,320m²squaremeters,Yes,No,No,Yes,No,320m²squaremeters,1100m²squaremeters,4,Yes,Good
Knokke-Heist,House,None,"€2,200,000",None,2,130m²squaremeters,Yes,No,No,Yes,No,130m²squaremeters,258m²squaremeters,3,Yes,Justrenovated
Knokke-Heist,House,None,"€2,200,000",None,3,265m²squaremeters,No,Yes,No,Yes,No,265m²squaremeters,386m²squaremeters,3,Yes,Asnew
Oudenburg,House,None,"€385,000",None,2,150m²squaremeters,Yes,Yes,No,Yes,Yes,150m²squaremeters,648m²squaremeters,None,No,Asnew
GRÂCE-HOLLOGNE,House,None,Make,None,3,164m²squaremeters,Yes,Yes,No,No,No,164m²squaremeters,5112m²squaremeters,3,No,Good
|,House,None,"€475,000",None,3,158m²squaremeters,Yes,Yes,No,No,No,158m²squaremeters,204m²squaremeters,2,No,Good
Hoboken,House,None,"€259,000",None,4,143m²squaremeters,Yes,Yes,No,No,No,143m²squaremeters,206m²squaremeters,None,No,Asnew
Lokeren,Mixed-use,None,"€950,000",None,4,666m²squaremeters,No,Yes,No,Yes,Yes,666m²squaremeters,4398m²squaremeters,4,Yes,Good
GRÂCE-HOLLOGNE,House,None,"€279,000",None,3,187m²squaremeters,Yes,Yes,No,No,Yes,187m²squaremeters,318m²squaremeters,3,No,None
GRÂCE-HOLLOGNE,House,None,"€279,000",None,3,193m²squaremeters,Yes,Yes,No,No,Yes,193m²squaremeters,316m²squaremeters,3,No,None
Antwerp,House,None,"€422,000",None,3,136m²squaremeters,Yes,Yes,No,Yes,No,136m²squaremeters,136m²squaremeters,2,Yes,Asnew
Meise,House,None,"€1,390,000",None,5,500m²squaremeters,Yes,No,No,No,No,500m²squaremeters,760m²squaremeters,None,Yes,Asnew
Drogenbos,House,None,"€289,000",None,3,100m²squaremeters,Yes,Yes,No,No,Yes,100m²squaremeters,148m²squaremeters,2,No,Torenovate
Haasrode,House,None,"€395,000",None,3,168m²squaremeters,No,Yes,No,Yes,Yes,168m²squaremeters,572m²squaremeters,3,No,None
|,Villa,None,"€1,390,000",None,3,176m²squaremeters,No,Yes,No,No,No,176m²squaremeters,1553m²squaremeters,4,Yes,Asnew
Bassenge,House,None,Make,None,3,182m²squaremeters,Yes,No,No,No,No,182m²squaremeters,2315m²squaremeters,4,No,Tobedoneup
|,House,None,"€320,000",None,2,112m²squaremeters,Yes,Yes,No,No,No,112m²squaremeters,112m²squaremeters,2,Yes,Good
Tielt-Winge,House,None,"€415,000",None,4,168m²squaremeters,Yes,Yes,No,No,No,168m²squaremeters,702m²squaremeters,3,No,Asnew
|,House,None,"€495,000",None,4,175m²squaremeters,Yes,Yes,No,No,No,175m²squaremeters,280m²squaremeters,2,No,Good
Lier,House,None,"€675,000",None,6,340m²squaremeters,Yes,Yes,No,No,No,340m²squaremeters,350m²squaremeters,1,No,Asnew
Kortrijk,House,None,"€130,000",None,2,60m²squaremeters,Yes,Yes,No,No,No,60m²squaremeters,50m²squaremeters,2,No,Tobedoneup
|,House,None,"€250,000",None,1,65m²squaremeters,Yes,Yes,No,No,No,65m²squaremeters,None,None,No,Good
Bambrugge,House,None,"€299,000",None,2,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,1275m²squaremeters,None,No,Good
